"Mod name","Registry name","Entity class name","ID"
"Advent Of Ascension","aoa3:limonite_bullet_shroom","EntityShroomBullet",642
"Advent Of Ascension","aoa3:limonite_bullet_sunset","EntitySunsetBullet",643
"Advent Of Ascension","aoa3:limonite_bullet_toxic","EntityToxicBullet",644
"Advent Of Ascension","aoa3:limonite_bullet_yellow","EntityYellowBullet",645
"Advent Of Ascension","aoa3:linger","EntityLinger",201
"Advent Of Ascension","aoa3:little_bam","EntityLittleBam",202
"Advent Of Ascension","aoa3:living_fungi","EntityLivingFungi",203
"Advent Of Ascension","aoa3:logging_master","EntityLoggingMaster",454
"Advent Of Ascension","aoa3:lollypopper","EntityLollypopper",204
"Advent Of Ascension","aoa3:lost_soul","EntityLostSoul",205
"Advent Of Ascension","aoa3:lotto_totem","EntityLottoTotem",513
"Advent Of Ascension","aoa3:lottoman","EntityLottoman",455
"Advent Of Ascension","aoa3:luna_shot","EntityLunaShot",646
"Advent Of Ascension","aoa3:lunar_fall","EntityLunarFall",647
"Advent Of Ascension","aoa3:lunar_holly_arrow_shot","EntityLunarHollyArrowShot",648
"Advent Of Ascension","aoa3:lunar_lottoman","EntityLunarLottoman",456
"Advent Of Ascension","aoa3:lunarcher","EntityLunarcher",206
"Advent Of Ascension","aoa3:lurker","EntityLurker",207
"Advent Of Ascension","aoa3:luxocron","EntityLuxocron",208
"Advent Of Ascension","aoa3:lyonic_shot","EntityLyonicShot",649
"Advent Of Ascension","aoa3:magic_ball","EntityMagicBall",650
"Advent Of Ascension","aoa3:magical_creeper","EntityMagicalCreeper",209
"Advent Of Ascension","aoa3:magicke","EntityMagicke",210
"Advent Of Ascension","aoa3:magicke_shot","EntityMagickeShot",651
"Advent Of Ascension","aoa3:mech_fall","EntityMechFall",652
"Advent Of Ascension","aoa3:mech_shot","EntityMechShot",653
"Advent Of Ascension","aoa3:mecha_cyclops","EntityMechaCyclops",398
"Advent Of Ascension","aoa3:mecha_skellox","EntityMechaSkellox",399
"Advent Of Ascension","aoa3:mechachron","EntityMechachron",211
"Advent Of Ascension","aoa3:mechamaton","EntityMechamaton",212
"Advent Of Ascension","aoa3:mechbot","EntityMechbot",213
"Advent Of Ascension","aoa3:mechyon","EntityMechyon",214
"Advent Of Ascension","aoa3:meganeuropsis","EntityMeganeuropsis",457
"Advent Of Ascension","aoa3:merkyre","EntityMerkyre",215
"Advent Of Ascension","aoa3:mermage","EntityMermage",216
"Advent Of Ascension","aoa3:metal_slug","EntityMetalSlug",654
"Advent Of Ascension","aoa3:metalloid","EntityMetalloid",458
"Advent Of Ascension","aoa3:meteor_fall","EntityMeteorFall",655
"Advent Of Ascension","aoa3:mind_blaster_shot","EntityMindBlasterShot",656
"Advent Of Ascension","aoa3:mirage","EntityMirage",217
"Advent Of Ascension","aoa3:miskel","EntityMiskel",218
"Advent Of Ascension","aoa3:modulo","EntityModulo",219
"Advent Of Ascension","aoa3:modulo_shot","EntityModuloShot",657
"Advent Of Ascension","aoa3:moon_destroyer_shot","EntityMoonDestroyerShot",658
"Advent Of Ascension","aoa3:moon_maker","EntityMoonMaker",659
"Advent Of Ascension","aoa3:moon_shiner_shot","EntityMoonShiner",660
"Advent Of Ascension","aoa3:moonlight_fall","EntityMoonlightFall",661
"Advent Of Ascension","aoa3:mother_void_walker","EntityMotherVoidWalker",220
"Advent Of Ascension","aoa3:muckopede","EntityMuckopede",221
"Advent Of Ascension","aoa3:muncher","EntityMuncher",222
"Advent Of Ascension","aoa3:mushroom_spider","EntityMushroomSpider",223
"Advent Of Ascension","aoa3:mystic_lottoman","EntityMysticLottoman",459
"Advent Of Ascension","aoa3:natura","EntityNatura",224
"Advent Of Ascension","aoa3:naturalist","EntityNaturalist",460
"Advent Of Ascension","aoa3:neptuno","EntityNeptuno",225
"Advent Of Ascension","aoa3:nethengeic_beast","EntityNethengeicBeast",226
"Advent Of Ascension","aoa3:nethengeic_wither","EntityNethengeicWither",227
"Advent Of Ascension","aoa3:nethengeic_wither_shot","EntityNethengeicWitherShot",662
"Advent Of Ascension","aoa3:night_reaper","EntityNightReaper",228
"Advent Of Ascension","aoa3:night_watcher","EntityNightWatcher",229
"Advent Of Ascension","aoa3:nightfly","EntityNightfly",230
"Advent Of Ascension","aoa3:nightmare_fall","EntityNightmareFall",663
"Advent Of Ascension","aoa3:nightmare_spider","EntityNightmareSpider",231
"Advent Of Ascension","aoa3:nightwing","EntityNightwing",232
"Advent Of Ascension","aoa3:nipper","EntityNipper",233
"Advent Of Ascension","aoa3:nospike","EntityNospike",234
"Advent Of Ascension","aoa3:noxious_shot","EntityNoxiousShot",664
"Advent Of Ascension","aoa3:occulent","EntityOcculent",235
"Advent Of Ascension","aoa3:occult_block","EntityOccultBlock",514
"Advent Of Ascension","aoa3:odious_shot","EntityOdious",665
"Advent Of Ascension","aoa3:okazor","EntityOkazor",236
"Advent Of Ascension","aoa3:omnilight","EntityOmnilight",237
"Advent Of Ascension","aoa3:omnilight_shot","EntityOmnilightShot",666
"Advent Of Ascension","aoa3:opteryx","EntityOpteryx",238
"Advent Of Ascension","aoa3:orange_flower","EntityOrangeFlower",239
"Advent Of Ascension","aoa3:orbiter","EntityOrbiter",240
"Advent Of Ascension","aoa3:orbling","EntityOrbling",400
"Advent Of Ascension","aoa3:orbocron_shot","EntityOrbocron",667
"Advent Of Ascension","aoa3:oxygen_tablet","EntityOxygenTablet",515
"Advent Of Ascension","aoa3:paladin","EntityPaladin",241
"Advent Of Ascension","aoa3:paralyzer_shot","EntityParalyzerShot",668
"Advent Of Ascension","aoa3:parasect","EntityParasect",242
"Advent Of Ascension","aoa3:paravite","EntityParavite",243
"Advent Of Ascension","aoa3:party_popper_shot","EntityPartyPopper",669
"Advent Of Ascension","aoa3:penguin","EntityPenguin",401
"Advent Of Ascension","aoa3:penumbra","EntityPenumbra",244
"Advent Of Ascension","aoa3:penumbra_shot","EntityPenumbraShot",670
"Advent Of Ascension","aoa3:peppermint_snail","EntityPeppermintSnail",461
"Advent Of Ascension","aoa3:phantom","EntityPhantom",245
"Advent Of Ascension","aoa3:phantom_shot","EntityPhantomShot",671
"Advent Of Ascension","aoa3:pigotron","EntityPigotron",246
"Advent Of Ascension","aoa3:pincher","EntityPincher",247
"Advent Of Ascension","aoa3:plateosaur","EntityPlateosaur",402
"Advent Of Ascension","aoa3:pod_plant","EntityPodPlant",248
"Advent Of Ascension","aoa3:poison_plunger_shot","EntityPoisonPlunger",672
"Advent Of Ascension","aoa3:poison_shot","EntityPoisonShot",673
"Advent Of Ascension","aoa3:polar_ursa","EntityPolarUrsa",249
"Advent Of Ascension","aoa3:polymorph_shot","EntityPolymorphShot",674
"Advent Of Ascension","aoa3:polytom","EntityPolytom",250
"Advent Of Ascension","aoa3:polytom_shot","EntityPolytomShot",675
"Advent Of Ascension","aoa3:pop_shot","EntityPopShot",676
"Advent Of Ascension","aoa3:portal_master","EntityPortalMaster",462
"Advent Of Ascension","aoa3:power_ray","EntityPowerRay",677
"Advent Of Ascension","aoa3:power_shot","EntityPowerShot",678
"Advent Of Ascension","aoa3:precasian_lottoman","EntityPrecasianLottoman",463
"Advent Of Ascension","aoa3:pressure_tablet","EntityPressureTablet",516
"Advent Of Ascension","aoa3:primitive_carrotop","EntityPrimitiveCarrotop",251
"Advent Of Ascension","aoa3:primordial_banker","EntityPrimordialBanker",464
"Advent Of Ascension","aoa3:primordial_guide","EntityPrimordialGuide",465
"Advent Of Ascension","aoa3:primordial_merchant","EntityPrimordialMerchant",466
"Advent Of Ascension","aoa3:primordial_shot","EntityPrimordialShot",679
"Advent Of Ascension","aoa3:primordial_spellbinder","EntityPrimordialSpellbinder",467
"Advent Of Ascension","aoa3:primordial_wizard","EntityPrimordialWizard",468
"Advent Of Ascension","aoa3:professor","EntityProfessor",469
"Advent Of Ascension","aoa3:proficiency_tablet","EntityProficiencyTablet",517
"Advent Of Ascension","aoa3:proshield","EntityProshield",252
"Advent Of Ascension","aoa3:proton_shot","EntityProton",680
"Advent Of Ascension","aoa3:purple_flower","EntityPurpleFlower",253
"Advent Of Ascension","aoa3:quickpocket","EntityQuickpocket",254
"Advent Of Ascension","aoa3:radiant_pixon","EntityRadiantPixon",470
"Advent Of Ascension","aoa3:rainbow_shot","EntityRainbowShot",681
"Advent Of Ascension","aoa3:rainicorn","EntityRainicorn",255
"Advent Of Ascension","aoa3:rammerhead","EntityRammerhead",256
"Advent Of Ascension","aoa3:rammerhorn","EntityRammerhorn",403
"Advent Of Ascension","aoa3:ramradon","EntityRamradon",257
"Advent Of Ascension","aoa3:rawbone","EntityRawbone",258
"Advent Of Ascension","aoa3:raxxan","EntityRaxxan",259
"Advent Of Ascension","aoa3:realmshifter","EntityRealmshifter",471
"Advent Of Ascension","aoa3:reaper_twins","EntityReaperTwins",260
"Advent Of Ascension","aoa3:reaver","EntityReaver",261
"Advent Of Ascension","aoa3:red_guardian","EntityRedGuardian",262
"Advent Of Ascension","aoa3:red_guardian_shot","EntityRedGuardianShot",682
"Advent Of Ascension","aoa3:red_rune_templar","EntityRuneTemplarRed",263
"Advent Of Ascension","aoa3:red_runic_lifeform","EntityRunicLifeformRed",264
"Advent Of Ascension","aoa3:reefer_shot","EntityReeferShot",683
"Advent Of Ascension","aoa3:refluct","EntityRefluct",265
"Advent Of Ascension","aoa3:resistance_tablet","EntityResistanceTablet",518
"Advent Of Ascension","aoa3:revolution_shot","EntityRevolutionShot",684
"Advent Of Ascension","aoa3:rock_crawler","EntityRockCrawler",266
"Advent Of Ascension","aoa3:rock_critter","EntityRockCritter",267
"Advent Of Ascension","aoa3:rock_fragment","EntityRockFragment",685
"Advent Of Ascension","aoa3:rock_fragment_fungal","EntityRockFragmentFungal",686
"Advent Of Ascension","aoa3:rock_rider","EntityRockRider",268
"Advent Of Ascension","aoa3:rockbiter","EntityRockbiter",269
"Advent Of Ascension","aoa3:rocky_lottoman","EntityRockyLottoman",472
"Advent Of Ascension","aoa3:roloscope","EntityRoloscope",270
"Advent Of Ascension","aoa3:rosid","EntityRosid",404
"Advent Of Ascension","aoa3:rosidian_shot","EntityRosidianShot",687
"Advent Of Ascension","aoa3:runation_master","EntityRunationMaster",473
"Advent Of Ascension","aoa3:runic_bomb","EntityRunicBomb",688
"Advent Of Ascension","aoa3:runic_golem","EntityRunicGolem",271
"Advent Of Ascension","aoa3:runic_guardian","EntityRunicGuardian",272
"Advent Of Ascension","aoa3:runic_guardian_shot","EntityRunicGuardianShot",689
"Advent Of Ascension","aoa3:runic_lottoman","EntityRunicLottoman",474
"Advent Of Ascension","aoa3:runicorn","EntityRunicorn",273
"Advent Of Ascension","aoa3:runicorn_rider","EntityRunicornRider",274
"Advent Of Ascension","aoa3:sabretooth","EntitySabretooth",275
"Advent Of Ascension","aoa3:sanctity_tablet","EntitySanctityTablet",519
"Advent Of Ascension","aoa3:sand_giant","EntitySandGiant",276
"Advent Of Ascension","aoa3:sand_golem","EntitySandGolem",277
"Advent Of Ascension","aoa3:sasquatch","EntitySasquatch",278
"Advent Of Ascension","aoa3:satiation_tablet","EntitySatiationTablet",520
"Advent Of Ascension","aoa3:scrubby","EntityScrubby",279
"Advent Of Ascension","aoa3:sea_charger","EntitySeaCharger",280
"Advent Of Ascension","aoa3:sea_skeleton","EntitySeaSkeleton",281
"Advent Of Ascension","aoa3:sea_spider","EntitySeaSpider",282
"Advent Of Ascension","aoa3:sea_troll","EntitySeaTroll",283
"Advent Of Ascension","aoa3:sea_viper","EntitySeaViper",284
"Advent Of Ascension","aoa3:seaocron_shot","EntitySeaocron",690
"Advent Of Ascension","aoa3:seed_dart","EntitySeedDart",691
"Advent Of Ascension","aoa3:seeker","EntitySeeker",285
"Advent Of Ascension","aoa3:shaddy","EntityShaddy",405
"Advent Of Ascension","aoa3:shade","EntityShade",286
"Advent Of Ascension","aoa3:shadow","EntityShadow",287
"Advent Of Ascension","aoa3:shadow_stalker","EntityShadowStalker",406
"Advent Of Ascension","aoa3:shadowlord","EntityShadowlord",288
"Advent Of Ascension","aoa3:shadowlord_shot","EntityShadowlordShot",692
"Advent Of Ascension","aoa3:shavo","EntityShavo",289
"Advent Of Ascension","aoa3:shifter","EntityShifter",290
"Advent Of Ascension","aoa3:shik","EntityShik",475
"Advent Of Ascension","aoa3:shining_pixon","EntityShiningPixon",476
"Advent Of Ascension","aoa3:shoe_shot","EntityShoeShot",693
"Advent Of Ascension","aoa3:shower_shot","EntityShowerShot",694
"Advent Of Ascension","aoa3:shyre_archer","EntityShyreArcher",477
"Advent Of Ascension","aoa3:shyre_banker","EntityShyreBanker",478
"Advent Of Ascension","aoa3:shyre_beam","EntityShyreBeam",695
"Advent Of Ascension","aoa3:shyre_knight","EntityShyreKnight",291
"Advent Of Ascension","aoa3:shyre_shot","EntityShyreShot",696
"Advent Of Ascension","aoa3:shyre_troll","EntityShyreTroll",292
"Advent Of Ascension","aoa3:shyrelands_lottoman","EntityShyrelandsLottoman",479
"Advent Of Ascension","aoa3:sight_tablet","EntitySightTablet",521
"Advent Of Ascension","aoa3:silencer","EntitySilencer",293
"Advent Of Ascension","aoa3:silverfoot","EntitySilverfoot",294
"Advent Of Ascension","aoa3:skele_elder","EntitySkeleElder",295
"Advent Of Ascension","aoa3:skele_hopper","EntitySkeleHopper",296
"Advent Of Ascension","aoa3:skele_pig","EntitySkelePig",297
"Advent Of Ascension","aoa3:skeledon","EntitySkeledon",298
"Advent Of Ascension","aoa3:skelekyte","EntitySkelekyte",299
"Advent Of Ascension","aoa3:skeleman","EntitySkeleman",300
"Advent Of Ascension","aoa3:skeletal_cowman","EntitySkeletalCowman",301
"Advent Of Ascension","aoa3:skeletron","EntitySkeletron",302
"Advent Of Ascension","aoa3:skellox","EntitySkellox",303
"Advent Of Ascension","aoa3:skipper","EntitySkipper",304
"Advent Of Ascension","aoa3:skolle","EntitySkolle",305
"Advent Of Ascension","aoa3:skull_creature","EntitySkullCreature",306
"Advent Of Ascension","aoa3:skullo_shot","EntitySkulloShot",697
"Advent Of Ascension","aoa3:sky_shot","EntitySkyShot",698
"Advent Of Ascension","aoa3:slice_star","EntitySliceStar",699
"Advent Of Ascension","aoa3:slimer","EntitySlimer",307
"Advent Of Ascension","aoa3:smash","EntitySmash",308
"Advent Of Ascension","aoa3:snappy","EntitySnappy",309
"Advent Of Ascension","aoa3:sniper_slug","EntitySniperSlug",700
"Advent Of Ascension","aoa3:snow_charger","EntitySnowCharger",310
"Advent Of Ascension","aoa3:soul_drainer_shot","EntitySoulDrainer",701
"Advent Of Ascension","aoa3:soul_spark","EntitySoulSpark",702
"Advent Of Ascension","aoa3:soul_storm_shot","EntitySoulStorm",703
"Advent Of Ascension","aoa3:soulscorne","EntitySoulscorne",311
"Advent Of Ascension","aoa3:soulvyre","EntitySoulvyre",312
"Advent Of Ascension","aoa3:spearmint_snail","EntitySpearmintSnail",480
"Advent Of Ascension","aoa3:spectral_holly_arrow","EntitySpectralHollyArrow",704
"Advent Of Ascension","aoa3:spectral_shot","EntitySpectralShot",705
"Advent Of Ascension","aoa3:spectral_wizard","EntitySpectralWizard",313
"Advent Of Ascension","aoa3:sphinx","EntitySphinx",314
"Advent Of Ascension","aoa3:spikeback","EntitySpikeback",407
"Advent Of Ascension","aoa3:spinoledon","EntitySpinoledon",315
"Advent Of Ascension","aoa3:spinux","EntitySpinux",316
"Advent Of Ascension","aoa3:spirit_guardian","EntitySpiritGuardian",317
"Advent Of Ascension","aoa3:spirit_protector","EntitySpiritProtector",318
"Advent Of Ascension","aoa3:spiritual_shot","EntitySpiritualShot",706
"Advent Of Ascension","aoa3:spraggy","EntitySpraggy",408
"Advent Of Ascension","aoa3:squasher","EntitySquasher",319
"Advent Of Ascension","aoa3:squiggler","EntitySquiggler",320
"Advent Of Ascension","aoa3:stalker","EntityStalker",321
"Advent Of Ascension","aoa3:stalker_prime","EntityStalkerPrime",322
"Advent Of Ascension","aoa3:sticky","EntitySticky",323
"Advent Of Ascension","aoa3:stimulo","EntityStimulo",324
"Advent Of Ascension","aoa3:stimulosus","EntityStimulosus",325
"Advent Of Ascension","aoa3:stinger","EntityStinger",326
"Advent Of Ascension","aoa3:stitches","EntityStitches",327
"Advent Of Ascension","aoa3:stone_giant","EntityStoneGiant",328
"Advent Of Ascension","aoa3:store_keeper","EntityStoreKeeper",481
"Advent Of Ascension","aoa3:strength_tablet","EntityStrengthTablet",522
"Advent Of Ascension","aoa3:strong_skele_hopper","EntityStrongSkeleHopper",329
"Advent Of Ascension","aoa3:strong_skele_pig","EntityStrongSkelePig",330
"Advent Of Ascension","aoa3:strong_skeleman","EntityStrongSkeleman",331
"Advent Of Ascension","aoa3:sugarface","EntitySugarface",332
"Advent Of Ascension","aoa3:sun_shot","EntitySunShot",707
"Advent Of Ascension","aoa3:sunny","EntitySunny",333
"Advent Of Ascension","aoa3:surveyor","EntitySurveyor",334
"Advent Of Ascension","aoa3:swamp_charger","EntitySwampCharger",335
"Advent Of Ascension","aoa3:swarm_shot","EntitySwarmShot",708
"Advent Of Ascension","aoa3:sysker","EntitySysker",336
"Advent Of Ascension","aoa3:tangle_fall","EntityTangleFall",709
"Advent Of Ascension","aoa3:terradon","EntityTerradon",337
"Advent Of Ascension","aoa3:terrestrial","EntityTerrestrial",338
"Advent Of Ascension","aoa3:terror_construct_shot","EntityConstructTerrorShot",710
"Advent Of Ascension","aoa3:tharafly","EntityTharafly",339
"Advent Of Ascension","aoa3:tidal_wave","EntityTidalWave",711
"Advent Of Ascension","aoa3:tipped_holly_arrow","EntityTippedHollyArrow",712
"Advent Of Ascension","aoa3:tipsy","EntityTipsy",340
"Advent Of Ascension","aoa3:token_collector","EntityTokenCollector",482
"Advent Of Ascension","aoa3:tortione","EntityTortione",341
"Advent Of Ascension","aoa3:toxic_lottoman","EntityToxicLottoman",483
"Advent Of Ascension","aoa3:toxic_shot","EntityToxicShot",713
"Advent Of Ascension","aoa3:toxxulous","EntityToxxulous",342
"Advent Of Ascension","aoa3:toy_merchant","EntityToyMerchant",484
"Advent Of Ascension","aoa3:tracker","EntityTracker",343
"Advent Of Ascension","aoa3:tree_spirit","EntityTreeSpirit",344
"Advent Of Ascension","aoa3:tri_discharge_shot","EntityTriDischargeShot",714
"Advent Of Ascension","aoa3:trickster","EntityTrickster",345
"Advent Of Ascension","aoa3:trickster_clone","EntityTricksterClone",346
"Advent Of Ascension","aoa3:triclops","EntityTriclops",347
"Advent Of Ascension","aoa3:troll_trader","EntityTrollTrader",485
"Advent Of Ascension","aoa3:trotter","EntityTrotter",486
"Advent Of Ascension","aoa3:twinkling_lottoman","EntityTwinklingLottoman",487
"Advent Of Ascension","aoa3:tyrosaur","EntityTyrosaur",348
"Advent Of Ascension","aoa3:ultimatum_shot","EntityUltimatumShot",715
"Advent Of Ascension","aoa3:undead_herald","EntityUndeadHerald",488
"Advent Of Ascension","aoa3:undead_troll","EntityUndeadTroll",349
"Advent Of Ascension","aoa3:untiring_tablet","EntityUntiringTablet",523
"Advent Of Ascension","aoa3:urioh","EntityUrioh",350
"Advent Of Ascension","aoa3:urka","EntityUrka",351
"Advent Of Ascension","aoa3:urv","EntityUrv",352
"Advent Of Ascension","aoa3:valkyrie","EntityValkyrie",353
"Advent Of Ascension","aoa3:valkyrie_shot","EntityValkyrieShot",716
"Advent Of Ascension","aoa3:vertebron","EntityVertebron",354
"Advent Of Ascension","aoa3:vine_wizard","EntityVineWizard",355
"Advent Of Ascension","aoa3:vine_wizard_shot","EntityVineWizardShot",717
"Advent Of Ascension","aoa3:vinocorne","EntityVinocorne",356
"Advent Of Ascension","aoa3:visage","EntityVisage",357
"Advent Of Ascension","aoa3:visualent","EntityVisualent",358
"Advent Of Ascension","aoa3:visular","EntityVisular",359
"Advent Of Ascension","aoa3:visulon","EntityVisulon",360
"Advent Of Ascension","aoa3:vitality_tablet","EntityVitalityTablet",524
"Advent Of Ascension","aoa3:void_charger","EntityVoidCharger",361
"Advent Of Ascension","aoa3:void_walker","EntityVoidWalker",362
"Advent Of Ascension","aoa3:volar","EntityVolar",363
"Advent Of Ascension","aoa3:volar_shot","EntityVolarShot",718
"Advent Of Ascension","aoa3:voliant","EntityVoliant",364
"Advent Of Ascension","aoa3:voltron","EntityVoltron",365
"Advent Of Ascension","aoa3:vortex_blast","EntityVortexBlaster",719
"Advent Of Ascension","aoa3:voxxulon","EntityVoxxulon",366
"Advent Of Ascension","aoa3:voxxulon_meteor","EntityVoxxulonMeteor",720
"Advent Of Ascension","aoa3:vulkram","EntityVulkram",721
"Advent Of Ascension","aoa3:waggy","EntityWaggy",409
"Advent Of Ascension","aoa3:walker","EntityWalker",367
"Advent Of Ascension","aoa3:warclops","EntityWarclops",368
"Advent Of Ascension","aoa3:wart_dart","EntityWartDart",722
"Advent Of Ascension","aoa3:water_shot","EntityWaterShot",723
"Advent Of Ascension","aoa3:web_reaper","EntityWebReaper",369
"Advent Of Ascension","aoa3:weighted_shower_shot","EntityWeightedShowerShot",724
"Advent Of Ascension","aoa3:white_ball","EntityWhiteBall",725
"Advent Of Ascension","aoa3:wickett","EntityWickett",370
"Advent Of Ascension","aoa3:winder_shot","EntityWinderShot",726
"Advent Of Ascension","aoa3:winged_creeper","EntityWingedCreeper",371
"Advent Of Ascension","aoa3:wither_ball","EntityWitherBall",727
"Advent Of Ascension","aoa3:wither_shot","EntityWitherShot",728
"Advent Of Ascension","aoa3:wither_wizard","EntityWitherWizard",372
"Advent Of Ascension","aoa3:withering_lottoman","EntityWitheringLottoman",489
"Advent Of Ascension","aoa3:wood_giant","EntityWoodGiant",373
"Advent Of Ascension","aoa3:wrath_shot","EntityWrathShot",729
"Advent Of Ascension","aoa3:xxeus","EntityXxeus",374
"Advent Of Ascension","aoa3:yellow_flower","EntityYellowFlower",375
"Advent Of Ascension","aoa3:yellow_guardian","EntityYellowGuardian",376
"Advent Of Ascension","aoa3:yellow_guardian_shot","EntityYellowGuardianShot",730
"Advent Of Ascension","aoa3:yellow_rune_templar","EntityRuneTemplarYellow",377
"Advent Of Ascension","aoa3:yellow_runic_lifeform","EntityRunicLifeformYellow",378
"Advent Of Ascension","aoa3:yeti","EntityYeti",379
"Advent Of Ascension","aoa3:zal_banker","EntityZalBanker",490
"Advent Of Ascension","aoa3:zal_child","EntityZalChild",491
"Advent Of Ascension","aoa3:zal_citizen","EntityZalCitizen",492
"Advent Of Ascension","aoa3:zal_grocer","EntityZalGrocer",493
"Advent Of Ascension","aoa3:zal_herbalist","EntityZalHerbalist",494
"Advent Of Ascension","aoa3:zal_spellbinder","EntityZalSpellbinder",495
"Advent Of Ascension","aoa3:zal_vendor","EntityZalVendor",496
"Advent Of Ascension","aoa3:zarg","EntityZarg",380
"Advent Of Ascension","aoa3:zhinx","EntityZhinx",381
"Advent Of Ascension","aoa3:zorp","EntityZorp",382
"Aether II","aether:aechor_plant","EntityAechorPlant",0
"Aether II","aether:aerbunny","EntityAerbunny",1
"Aether II","aether:aerwhale","EntityAerwhale",5
"Aether II","aether:bolt","EntityBolt",34
"Aether II","aether:burrukai","EntityBurrukai",12
"Aether II","aether:carrion_sprout","EntityCarrionSprout",2
"Aether II","aether:cockatrice","EntityCockatrice",3
"Aether II","aether:daggerfrost_snowball","EntityDaggerfrostSnowball",33
"Aether II","aether:dart","EntityDart",32
"Aether II","aether:edison","EntityEdison",11
"Aether II","aether:ethereal_wisp","EntityEtherealWisp",24
"Aether II","aether:fangrin","EntityFangrin",27
"Aether II","aether:fleeting_wisp","EntityFleetingWisp",25
"Aether II","aether:floating_block","EntityFloatingBlock",30
"Aether II","aether:frostpine_totem","EntityFrostpineTotem",21
"Aether II","aether:glactrix","EntityGlactrix",16
"Aether II","aether:glitterwing","EntityGlitterwing",10
"Aether II","aether:josediya","EntityJosediya",14
"Aether II","aether:kirrid","EntityKirrid",4
"Aether II","aether:kraisith","EntityKraisith",22
"Aether II","aether:moa","EntityMoa",37
"Aether II","aether:moving_block","EntityMovingBlock",31
"Aether II","aether:mysterious_figure","EntityMysteriousFigure",17
"Aether II","aether:necromancer","EntityNecromancer",13
"Aether II","aether:nex_spirit","EntityNexSpirit",28
"Aether II","aether:parachute","EntityParachute",35
"Aether II","aether:pink_baby_swet","EntityPinkBabySwet",29
"Aether II","aether:shade_of_arkenzus","EntityShadeOfArkenzus",23
"Aether II","aether:sheepuff","EntitySheepuff",20
"Aether II","aether:skyroot_lizard","EntitySkyrootLizard",19
"Aether II","aether:soaring_wisp","EntitySoaringWisp",26
"Aether II","aether:swet","EntitySwet",8
"Aether II","aether:taegore","EntityTaegore",9
"Aether II","aether:tempest","EntityTempest",7
"Aether II","aether:tivalier","EntityTivalier",15
"Aether II","aether:tnt_present","EntityTNTPresent",36
"Aether II","aether:varanys","EntityVaranys",18
"Aether II","aether:zephyr","EntityZephyr",6
"Animania","animania:buck_alpine","EntityBuckAlpine",69
"Animania","animania:buck_angora","EntityBuckAngora",72
"Animania","animania:buck_chinchilla","EntityRabbitBuckChinchilla",110
"Animania","animania:buck_cottontail","EntityRabbitBuckCottontail",107
"Animania","animania:buck_dutch","EntityRabbitBuckDutch",113
"Animania","animania:buck_fainting","EntityBuckFainting",75
"Animania","animania:buck_havana","EntityRabbitBuckHavana",116
"Animania","animania:buck_jack","EntityRabbitBuckJack",119
"Animania","animania:buck_kiko","EntityBuckKiko",78
"Animania","animania:buck_kinder","EntityBuckKinder",81
"Animania","animania:buck_lop","EntityRabbitBuckLop",128
"Animania","animania:buck_new_zealand","EntityRabbitBuckNewZealand",122
"Animania","animania:buck_nigerian_dwarf","EntityBuckNigerianDwarf",84
"Animania","animania:buck_pygmy","EntityBuckPygmy",87
"Animania","animania:buck_rex","EntityRabbitBuckRex",125
"Animania","animania:bull_angus","EntityBullAngus",43
"Animania","animania:bull_friesian","EntityBullFriesian",46
"Animania","animania:bull_hereford","EntityBullHereford",49
"Animania","animania:bull_highland","EntityBullHighland",58
"Animania","animania:bull_holstein","EntityBullHolstein",52
"Animania","animania:bull_jersey","EntityBullJersey",61
"Animania","animania:bull_longhorn","EntityBullLonghorn",55
"Animania","animania:bull_mooshroom","EntityBullMooshroom",64
"Animania","animania:calf_angus","EntityCalfAngus",41
"Animania","animania:calf_friesian","EntityCalfFriesian",44
"Animania","animania:calf_hereford","EntityCalfHereford",47
"Animania","animania:calf_highland","EntityCalfHighland",56
"Animania","animania:calf_holstein","EntityCalfHolstein",50
"Animania","animania:calf_jersey","EntityCalfJersey",59
"Animania","animania:calf_longhorn","EntityCalfLonghorn",53
"Animania","animania:calf_mooshroom","EntityCalfMooshroom",62
"Animania","animania:cart","EntityCart",153
"Animania","animania:chick_leghorn","EntityChickLeghorn",26
"Animania","animania:chick_orpington","EntityChickOrpington",29
"Animania","animania:chick_plymouth_rock","EntityChickPlymouthRock",32
"Animania","animania:chick_rhode_island_red","EntityChickRhodeIslandRed",35
"Animania","animania:chick_wyandotte","EntityChickWyandotte",38
"Animania","animania:cow_angus","EntityCowAngus",42
"Animania","animania:cow_friesian","EntityCowFriesian",45
"Animania","animania:cow_hereford","EntityCowHereford",48
"Animania","animania:cow_highland","EntityCowHighland",57
"Animania","animania:cow_holstein","EntityCowHolstein",51
"Animania","animania:cow_jersey","EntityCowJersey",60
"Animania","animania:cow_longhorn","EntityCowLonghorn",54
"Animania","animania:cow_mooshroom","EntityCowMooshroom",63
"Animania","animania:dartfrog","EntityDartFrogs",67
"Animania","animania:doe_alpine","EntityDoeAlpine",70
"Animania","animania:doe_angora","EntityDoeAngora",73
"Animania","animania:doe_chinchilla","EntityRabbitDoeChinchilla",111
"Animania","animania:doe_cottontail","EntityRabbitDoeCottontail",108
"Animania","animania:doe_dutch","EntityRabbitDoeDutch",114
"Animania","animania:doe_fainting","EntityDoeFainting",76
